order,playlist_id,track_id,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
19,05x2CYKAVLOzqxVGyUQ37y,6zWU7YALeEDMcPGhKKZJhV,0.567,0.593,0.288,0.117,1.32e-06,0.248,0.358,88.545
20,05x2CYKAVLOzqxVGyUQ37y,4WCgIZ1n7I6yRaAQ9GjS07,0.812,0.567,0.083,0.539,0.0,0.11,0.616,124.945
21,05x2CYKAVLOzqxVGyUQ37y,2wfNdV5XrJVxBQSMjSkKxf,0.677,0.669,0.0632,0.259,0.849,0.14,0.222,170.087
22,05x2CYKAVLOzqxVGyUQ37y,6zfczP87XO2SxWlQtnjFNa,0.638,0.535,0.0415,0.623,0.0391,0.0837,0.504,84.947
23,05x2CYKAVLOzqxVGyUQ37y,4NFD9ea0uH0MtoC30yNYE1,0.696,0.65,0.0326,0.00666,0.153,0.14,0.587,91.997
24,05x2CYKAVLOzqxVGyUQ37y,6gpcs5eMhJwax4mIfKDYQk,0.736,0.795,0.0545,0.498,1.21e-06,0.254,0.511,104.066
0,5hBNpMINeLOWvmSawjojmD,6dFn6my1sHK2bcf23GlHwM,0.533,0.496,0.517,0.77,0.000164,0.0969,0.173,155.158
1,5hBNpMINeLOWvmSawjojmD,7LBdv0ek7Tj2s0bgxmlrC6,0.713,0.533,0.315,0.732,0.000947,0.111,0.306,73.973
2,5hBNpMINeLOWvmSawjojmD,6veyXXnn0bLM6KuJ7kXrla,0.692,0.671,0.21,0.76,0.147,0.118,0.866,82.126
3,5hBNpMINeLOWvmSawjojmD,5KaIIT6ijzJvlZPPiJby36,0.8,0.552,0.0862,0.16,7.05e-05,0.049,0.834,85.005
4,5hBNpMINeLOWvmSawjojmD,0hW6UzdP6HdPS1ZT8Qf2zG,0.462,0.59,0.0648,0.155,0.0708,0.215,0.297,174.008
5,5hBNpMINeLOWvmSawjojmD,4ir5WlzsgiP6TEbRtkhCGR,0.76,0.328,0.375,0.612,3.3e-05,0.108,0.852,142.46
6,5hBNpMINeLOWvmSawjojmD,3Ku9kSWtDQPC8bSWpHR7z0,0.64,0.496,0.284,0.333,0.0,0.13,0.547,119.849
7,5hBNpMINeLOWvmSawjojmD,62W5CABv1xIp5exdrTDHLV,0.739,0.378,0.0492,0.0864,1.69e-06,0.101,0.0394,100.038
8,5hBNpMINeLOWvmSawjojmD,4NeHCGpTPVCudqVpJiT7O9,0.565,0.566,0.141,0.485,6.55e-06,0.104,0.435,138.836
9,5hBNpMINeLOWvmSawjojmD,47KDDZgFiX1w6RFOuLXsSn,0.564,0.354,0.0334,0.73,3.43e-06,0.208,0.423,98.075
10,5hBNpMINeLOWvmSawjojmD,5RxiYD50AlzGAINxxFoBN2,0.475,0.824,0.0395,0.0846,0.155,0.136,0.408,117.239
11,5hBNpMINeLOWvmSawjojmD,1boXOL0ua7N2iCOUVI1p9F,0.707,0.238,0.0379,0.0905,2.42e-06,0.0842,0.345,124.156
12,5hBNpMINeLOWvmSawjojmD,2hSwwIRD8sahfwQGjFdixz,0.391,0.415,0.0398,0.573,0.00188,0.242,0.0789,99.035
13,5hBNpMINeLOWvmSawjojmD,7Cu2COdH93MnuireuKNiS3,0.41,0.298,0.0473,0.721,0.0,0.158,0.142,109.651
14,5hBNpMINeLOWvmSawjojmD,45PxuJqJBnPXZKLxoo9Apj,0.589,0.279,0.0408,0.911,0.000128,0.087,0.333,115.656
15,5hBNpMINeLOWvmSawjojmD,63UNqAjFomMcZXc2InOxTC,0.567,0.436,0.0571,0.778,0.0,0.188,0.252,149.987
16,5hBNpMINeLOWvmSawjojmD,5BOBHIBuzvQuIYL1E1nDzl,0.709,0.49,0.0757,0.11,0.00345,0.12,0.0397,155.069
17,5hBNpMINeLOWvmSawjojmD,51HuSQ3lAnMuZiPu9YBJqN,0.598,0.621,0.288,0.637,0.0,0.086,0.573,108.231
18,5hBNpMINeLOWvmSawjojmD,5ibTi2YwtvbB1bTOv2I93d,0.734,0.438,0.0865,0.224,0.00292,0.215,0.645,143.961
19,5hBNpMINeLOWvmSawjojmD,2EQWbkcNoKPOXQtJM7nqRV,0.416,0.319,0.0299,0.861,0.000554,0.107,0.28,95.307
20,5hBNpMINeLOWvmSawjojmD,3BQHpFgAp4l80e1XslIjNI,0.332,0.179,0.0326,0.879,0.0,0.0886,0.315,96.529
0,7ngH1K1A0NE1gcr7WBlWxR,2EWpa5XnAuSn0sIkSSIhYk,0.649,0.718,0.0261,0.142,0.0713,0.124,0.718,101.034
1,7ngH1K1A0NE1gcr7WBlWxR,2pClJ2sX3lMEXUG6FUaRqO,0.705,0.655,0.0338,0.0859,2.19e-06,0.199,0.618,120.01
2,7ngH1K1A0NE1gcr7WBlWxR,6JugKFXssO9L2tN8omeTPt,0.6,0.968,0.0329,0.301,1.88e-06,0.19,0.635,123.019
3,7ngH1K1A0NE1gcr7WBlWxR,25nzKGDiua1lE9Qo5V19GL,0.579,0.865,0.0302,5.63e-05,0.000221,0.649,0.358,104.99
4,7ngH1K1A0NE1gcr7WBlWxR,7ECNbJ7lRHDY2CiHKVirYB,0.641,0.892,0.0392,0.163,0.0159,0.266,0.959,86.739
5,7ngH1K1A0NE1gcr7WBlWxR,57nNNkgk768QVXq3uHxu5e,0.577,0.827,0.0365,0.00338,0.000647,0.26,0.179,101.031
6,7ngH1K1A0NE1gcr7WBlWxR,2AYEOC02WLhUiOoaig2SEH,0.545,0.968,0.0853,0.0387,0.00325,0.331,0.527,169.965
7,7ngH1K1A0NE1gcr7WBlWxR,5JGxJFdgOQdJZdmyEzDtTj,0.476,0.918,0.0616,0.00895,0.0,0.292,0.717,154.897
8,7ngH1K1A0NE1gcr7WBlWxR,1fBl642IhJOE5U319Gy2Go,0.482,0.833,0.0449,0.000346,0.0,0.365,0.74,148.039
9,7ngH1K1A0NE1gcr7WBlWxR,1wAXODAAL6hY64ZdhrnjBO,0.759,0.849,0.0317,0.000983,1.51e-05,0.0864,0.73,122.033
10,7ngH1K1A0NE1gcr7WBlWxR,6bsYM7B72YM9IaLdPBAu7I,0.716,0.91,0.12,0.15,0.0,0.0796,0.686,129.962
11,7ngH1K1A0NE1gcr7WBlWxR,0ig4lxtPqcFTUopvk57nQy,0.657,0.693,0.0332,0.0864,9.22e-05,0.137,0.271,120.041
12,7ngH1K1A0NE1gcr7WBlWxR,4EaO2XR7gWaHq8DW7nu1iY,0.472,0.881,0.0524,0.0876,0.0,0.0698,0.502,178.858
13,7ngH1K1A0NE1gcr7WBlWxR,41d2Q6DHcM20OdzynkRtvf,0.662,0.837,0.0582,0.0623,0.0,0.0931,0.613,136.998
14,7ngH1K1A0NE1gcr7WBlWxR,24kirWnsEEyGgbl2NuhSVz,0.498,0.727,0.0308,0.0562,0.0,0.609,0.441,79.994
15,7ngH1K1A0NE1gcr7WBlWxR,5L95vS64rG1YMIFm1hLjyZ,0.421,0.79,0.0538,0.00205,0.000309,0.148,0.279,162.024
16,7ngH1K1A0NE1gcr7WBlWxR,6cMswWRv4lAU3mh5lclgCc,0.612,0.89,0.047,0.000478,0.0,0.0672,0.886,118.989
17,7ngH1K1A0NE1gcr7WBlWxR,7tKnaB8gsXxyPScxEwzQ9N,0.568,0.746,0.0462,0.0054,0.0,0.162,0.409,125.04
18,7ngH1K1A0NE1gcr7WBlWxR,71WuBJBWDkgKusbyBJIOsp,0.629,0.923,0.147,0.0835,4.67e-06,0.0911,0.721,99.951
19,7ngH1K1A0NE1gcr7WBlWxR,1o2DMB5ZGoKV767eMx8bPf,0.634,0.721,0.0254,0.0169,0.00981,0.0544,0.249,101.515
20,7ngH1K1A0NE1gcr7WBlWxR,2NrCdk8AjZdTC50O5Efa6C,0.492,0.98,0.0564,0.0236,0.000666,0.326,0.466,144.057
21,7ngH1K1A0NE1gcr7WBlWxR,3mxMrdo3fJjDbb64nagoXR,0.62,0.892,0.0531,0.054,0.000687,0.207,0.418,129.96
0,56N4ncvS5jphW5YALJk9RJ,6Fha6tXHkL3r9m9nNqQG8p,0.388,0.66,0.0308,0.312,0.000307,0.0943,0.401,143.554
1,56N4ncvS5jphW5YALJk9RJ,3qhobDAfBcVoOWZP8Ck8R2,0.664,0.573,0.0277,0.613,0.000363,0.0857,0.566,76.023
2,56N4ncvS5jphW5YALJk9RJ,4h0zU3O9R5xzuTmNO7dNDU,0.71,0.0565,0.0534,0.965,0.0,0.0889,0.348,123.994
3,56N4ncvS5jphW5YALJk9RJ,5YqpHuXpFjDVZ7tY1ClFll,0.589,0.177,0.0325,0.977,0.714,0.0958,0.311,88.409
4,56N4ncvS5jphW5YALJk9RJ,48wSJ6NhMFYYB6LjdnPNjM,0.572,0.231,0.0334,0.953,3.88e-06,0.111,0.332,96.729
5,56N4ncvS5jphW5YALJk9RJ,70K0ezmzYEZeqoSaZMyP7o,0.383,0.43,0.0302,0.817,1.04e-06,0.0869,0.174,107.005
6,56N4ncvS5jphW5YALJk9RJ,4RL77hMWUq35NYnPLXBpih,0.379,0.29,0.051,0.952,0.00106,0.118,0.169,166.467
7,56N4ncvS5jphW5YALJk9RJ,1vyrrrnb7182SL6iOMor3O,0.402,0.539,0.043,0.88,0.0065,0.117,0.371,146.526
8,56N4ncvS5jphW5YALJk9RJ,13HVjjWUZFaWilh2QUJKsP,0.546,0.311,0.0288,0.818,1.65e-05,0.107,0.246,147.464
9,56N4ncvS5jphW5YALJk9RJ,5pLpkaIRobcvPnUmclNv6o,0.597,0.363,0.0314,0.626,2.96e-05,0.0848,0.0785,130.022
10,56N4ncvS5jphW5YALJk9RJ,6liNJDyWJjyHAgDnAX95bw,0.596,0.827,0.0372,0.0242,0.0,0.0958,0.329,115.034
11,56N4ncvS5jphW5YALJk9RJ,2fSIF8CJhoc9CJhF9vJDXp,0.588,0.142,0.0329,0.863,0.000162,0.0953,0.288,119.656
12,56N4ncvS5jphW5YALJk9RJ,0bZ52QzCCKfrfOqs7za6lI,0.415,0.11,0.0388,0.951,0.00234,0.0962,0.234,81.876
13,56N4ncvS5jphW5YALJk9RJ,6GRDI9suQHikFP6euIXnpq,0.341,0.539,0.0265,0.213,6.44e-05,0.109,0.267,174.564
14,56N4ncvS5jphW5YALJk9RJ,7q0aQpiLv5tIsupcgQ3Ny4,0.717,0.455,0.0276,0.0846,0.0,0.11,0.389,127.812
15,56N4ncvS5jphW5YALJk9RJ,3C5in0EVdoGepp5bA6lhlE,0.684,0.341,0.0272,0.837,2.69e-05,0.0883,0.557,75.948
16,56N4ncvS5jphW5YALJk9RJ,66nJBHV6WtQI3IiU6n8fY5,0.428,0.064,0.0374,0.929,0.0,0.0859,0.108,142.436
17,56N4ncvS5jphW5YALJk9RJ,0fNK8zD8S2douor2RMw6LW,0.385,0.371,0.0504,0.941,0.0445,0.108,0.0796,122.177
18,56N4ncvS5jphW5YALJk9RJ,7BVwi9cIzSc6tpyxsp47vJ,0.595,0.723,0.0349,0.047,0.0286,0.0995,0.272,108.043
19,56N4ncvS5jphW5YALJk9RJ,4nOi8Y22QaxmAEkIrpb5Fv,0.598,0.56,0.0375,0.607,0.0432,0.196,0.221,115.01
20,56N4ncvS5jphW5YALJk9RJ,5BSndweF91KDqyxANsZcQH,0.685,0.466,0.0304,0.794,2.06e-06,0.0915,0.353,79.936
21,56N4ncvS5jphW5YALJk9RJ,10ViidwjGLCfVtGPfdcszR,0.545,0.59,0.0327,0.32,0.000389,0.124,0.127,111.739
22,56N4ncvS5jphW5YALJk9RJ,3kZC0ZmFWrEHdUCmUqlvgZ,0.517,0.206,0.0421,0.924,0.0,0.118,0.489,80.401
23,56N4ncvS5jphW5YALJk9RJ,5axBwqXk8lLdtdc1tLCNPn,0.544,0.608,0.0345,0.397,0.0,0.14,0.396,114.882
24,56N4ncvS5jphW5YALJk9RJ,5szmwG86IFASvYrca21MEz,0.484,0.381,0.0625,0.74,1.4e-06,0.111,0.296,118.567
25,56N4ncvS5jphW5YALJk9RJ,01qIefOW1UdSDS1mHoSZ3x,0.751,0.528,0.0865,0.769,4.9e-06,0.0782,0.326,126.013
26,56N4ncvS5jphW5YALJk9RJ,6G43t8BCjmJyPGwNrAAPPV,0.411,0.405,0.0313,0.152,0.0,0.11,0.142,110.133
27,56N4ncvS5jphW5YALJk9RJ,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,0.0905,0.0144,0.0597,0.229,0.528,90.052
28,56N4ncvS5jphW5YALJk9RJ,3cnRYoW4nYzIuVPCp7k5iG,0.773,0.394,0.0516,0.627,1.36e-05,0.0953,0.443,74.977
29,56N4ncvS5jphW5YALJk9RJ,451GvHwY99NKV4zdKPRWmv,0.816,0.375,0.0996,0.607,8.66e-06,0.0933,0.615,114.303
30,56N4ncvS5jphW5YALJk9RJ,4VywXu6umkIQ2OS0m1I79y,0.868,0.347,0.0536,0.308,2e-05,0.11,0.659,110.059
31,56N4ncvS5jphW5YALJk9RJ,3f8Uygfz3CIpUCo6H6iNOJ,0.668,0.361,0.0273,0.573,0.00506,0.0805,0.288,134.15
32,56N4ncvS5jphW5YALJk9RJ,4LloVtxNZpeh7q7xdi1DQc,0.315,0.296,0.0315,0.771,0.0,0.702,0.435,173.509
33,56N4ncvS5jphW5YALJk9RJ,5kGBSOrKYmhRfdPBw4xD8D,0.652,0.601,0.0317,0.625,0.000165,0.17,0.302,130.308
34,56N4ncvS5jphW5YALJk9RJ,1hxq7kWQnwdhxgpEugBMGk,0.359,0.648,0.035,0.108,0.0135,0.0555,0.133,111.733
35,56N4ncvS5jphW5YALJk9RJ,1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,0.0367,0.669,0.0,0.18,0.407,84.996
36,56N4ncvS5jphW5YALJk9RJ,58Qol5xzalwqF912GE9vQv,0.629,0.572,0.0307,0.32,0.000853,0.109,0.182,93.997
37,56N4ncvS5jphW5YALJk9RJ,1u2CN23PR0T2BHfXRNHwnM,0.589,0.453,0.0302,0.644,0.000372,0.0557,0.119,79.984
38,56N4ncvS5jphW5YALJk9RJ,7tmtOEDxPN7CWaQWBsG1DY,0.715,0.715,0.0904,0.0526,0.0,0.0936,0.506,134.923
39,56N4ncvS5jphW5YALJk9RJ,3pLTOP0G0etiWUknFoRpsr,0.576,0.486,0.0406,0.0606,0.000143,0.093,0.337,141.951
40,56N4ncvS5jphW5YALJk9RJ,14JzyD6FlBD5z0wV5P07YI,0.498,0.104,0.0621,0.979,7.86e-05,0.0895,0.205,124.001
41,56N4ncvS5jphW5YALJk9RJ,3U4isOIWM3VvDubwSI3y7a,0.422,0.264,0.0322,0.922,0.0,0.132,0.331,119.93
42,56N4ncvS5jphW5YALJk9RJ,0P5bg4JX1fUplClPC0nkUS,0.596,0.362,0.0535,0.735,0.00216,0.654,0.175,132.067
43,56N4ncvS5jphW5YALJk9RJ,45PxuJqJBnPXZKLxoo9Apj,0.589,0.279,0.0408,0.911,0.000128,0.087,0.333,115.656
0,34uSLMvJ5NuRbssvyS8jct,5oRl4vsiT00kl4fDfxGeEt,0.493,0.935,0.335,0.0822,0.0,0.283,0.64,80.005
1,34uSLMvJ5NuRbssvyS8jct,3tUw18bcWoRnTgcgfb2ZXq,0.828,0.647,0.131,0.068,1.13e-06,0.112,0.748,105.039
2,34uSLMvJ5NuRbssvyS8jct,4cyZWnBdkSitrZcBgiejdP,0.853,0.661,0.247,0.329,0.0,0.0803,0.786,88.053
3,34uSLMvJ5NuRbssvyS8jct,2YolZNUiiPY3X7T2NftUeg,0.619,0.939,0.375,0.759,0.0,0.216,0.588,102.565
4,34uSLMvJ5NuRbssvyS8jct,7FQjOCGJlRU3OBcWg3zVnq,0.51,0.69,0.21,0.255,0.0,0.449,0.831,94.411
5,34uSLMvJ5NuRbssvyS8jct,0YizdApFI24c5SCQREguao,0.585,0.884,0.354,0.0942,0.0,0.41,0.694,151.874
6,34uSLMvJ5NuRbssvyS8jct,0gpldhkM6R39FI8vxfrgBn,0.547,0.821,0.24,0.0139,0.0,0.199,0.532,95.907
7,34uSLMvJ5NuRbssvyS8jct,2JaaUoHRCwy0ohnYebvbex,0.768,0.797,0.241,0.034,0.000171,0.135,0.504,80.477
8,34uSLMvJ5NuRbssvyS8jct,3BVt1MH9KaZjQw4W58SUTV,0.851,0.67,0.283,0.264,0.0,0.115,0.614,119.994
9,34uSLMvJ5NuRbssvyS8jct,2pMOLATPaYxPeeU1XfH7Ss,0.529,0.826,0.325,0.13,0.0,0.394,0.632,138.631
10,34uSLMvJ5NuRbssvyS8jct,243C7wnj16KiWFlcIXwKf3,0.676,0.66,0.084,0.646,0.0,0.167,0.371,120.271
11,34uSLMvJ5NuRbssvyS8jct,15RRPKklhS7J6nUvHvVenl,0.599,0.918,0.185,0.0445,0.0,0.218,0.518,97.891
12,34uSLMvJ5NuRbssvyS8jct,2RwpeZcFwIAb2JPmfKeioc,0.642,0.669,0.173,0.0704,6.51e-05,0.114,0.176,85.855
13,34uSLMvJ5NuRbssvyS8jct,4cb0chqcLcXdMrm1hMLoeK,0.533,0.729,0.317,0.122,0.0,0.428,0.304,162.471
14,34uSLMvJ5NuRbssvyS8jct,4LXUkhq8xN96oHvgYO5I5P,0.811,0.54,0.237,0.0285,0.0,0.0528,0.711,83.01
15,34uSLMvJ5NuRbssvyS8jct,0NkhsTIoveKdBQAfGDCNBw,0.722,0.813,0.306,0.165,0.0,0.0459,0.659,90.029
16,34uSLMvJ5NuRbssvyS8jct,3igp8D5cq8VOt3odv2ehv9,0.766,0.613,0.0717,0.145,0.0,0.633,0.602,131.979
17,34uSLMvJ5NuRbssvyS8jct,7nWxZ1OWN4gtVH1mplNRxV,0.42,0.726,0.415,0.516,0.0,0.0907,0.316,76.585
18,34uSLMvJ5NuRbssvyS8jct,6eGOhP07wbi8A1vRRB6GcA,0.745,0.572,0.174,0.705,0.0,0.146,0.663,89.051
19,34uSLMvJ5NuRbssvyS8jct,6FedhFiHb0KxTvOD1qEX8L,0.44,0.671,0.477,0.764,0.0,0.212,0.479,83.078
20,34uSLMvJ5NuRbssvyS8jct,6z1z7D2WcyVWkRAr2UVbt5,0.425,0.768,0.272,0.0551,0.0,0.19,0.274,81.337
21,34uSLMvJ5NuRbssvyS8jct,6rbeWjEavBHvX2kr6lSogS,0.831,0.427,0.106,0.0531,0.0,0.316,0.216,93.004
22,34uSLMvJ5NuRbssvyS8jct,3FWR4iiUUPHIK7OpiEgh8J,0.727,0.781,0.29,0.103,0.0,0.0537,0.682,81.076
23,34uSLMvJ5NuRbssvyS8jct,07NI6CCv57IbIqzy10ddd7,0.793,0.498,0.17,0.0974,1.26e-05,0.13,0.427,119.988
24,34uSLMvJ5NuRbssvyS8jct,3MWlVSkoLS1e66nlZ2tuWJ,0.595,0.416,0.0366,0.536,0.0,0.293,0.185,74.556
25,34uSLMvJ5NuRbssvyS8jct,6AGON2BGdPmPMJGiiNuuwl,0.744,0.43,0.309,0.455,2.73e-06,0.126,0.266,92.039
26,34uSLMvJ5NuRbssvyS8jct,6I6NX6tjGsxFAsIfGzY9lJ,0.657,0.421,0.412,0.352,0.000218,0.187,0.181,174.063
27,34uSLMvJ5NuRbssvyS8jct,2z3joGXrdGL2iEjIKQTiN1,0.87,0.386,0.0684,0.745,0.00013,0.122,0.642,119.91
28,34uSLMvJ5NuRbssvyS8jct,0HtOJj7Kl74s1Ngf3MWeif,0.439,0.204,0.0587,0.766,0.0913,0.284,0.0408,139.652
29,34uSLMvJ5NuRbssvyS8jct,3pjUyVbFmM96tYhSaKJwTt,0.74,0.523,0.233,0.666,0.00142,0.0968,0.235,97.063
30,34uSLMvJ5NuRbssvyS8jct,0utlOiJy2weVl9WTkcEWHy,0.898,0.283,0.356,0.319,0.000383,0.11,0.469,138.97
31,34uSLMvJ5NuRbssvyS8jct,77IAeEz8LEchPN8UNjaTJ2,0.698,0.487,0.312,0.234,0.00086,0.0724,0.614,161.943
32,34uSLMvJ5NuRbssvyS8jct,5rmcjZTrE9JR1YrbNZDFNW,0.486,0.194,0.0712,0.798,0.00624,0.114,0.048,70.031
33,34uSLMvJ5NuRbssvyS8jct,1vvnYpYEMVB4aq9I6tHIEB,0.701,0.485,0.364,0.367,6.31e-05,0.0852,0.496,78.863
34,34uSLMvJ5NuRbssvyS8jct,6NyhBA9M6KK0fuVsojxL00,0.478,0.546,0.354,0.26,0.0,0.0951,0.373,79.237
35,34uSLMvJ5NuRbssvyS8jct,6Ius4TC0L3cN74HT7ENE6e,0.517,0.705,0.364,0.0751,0.0,0.128,0.584,175.906
36,34uSLMvJ5NuRbssvyS8jct,4txn9qnwK3ILQqv5oq2mO3,0.519,0.809,0.556,0.388,0.0,0.275,0.262,146.02
37,34uSLMvJ5NuRbssvyS8jct,7lL3MvFWFFSD25pBz72Agj,0.559,0.556,0.531,0.553,0.0,0.251,0.362,189.861
38,34uSLMvJ5NuRbssvyS8jct,4Tjh34RS4ACZ6f6srlDBg8,0.516,0.738,0.414,0.28,0.0,0.621,0.599,175.427
39,34uSLMvJ5NuRbssvyS8jct,4qRjfovbhI4EwP7VQNfxVW,0.649,0.541,0.0674,0.054,0.0365,0.0627,0.326,84.405
40,34uSLMvJ5NuRbssvyS8jct,16qYlQ6koFxYVbiJbGHblz,0.89,0.393,0.267,0.331,8.81e-06,0.283,0.304,128.084
41,34uSLMvJ5NuRbssvyS8jct,62vpWI1CHwFy7tMIcSStl8,0.692,0.521,0.33,0.301,0.0,0.0565,0.463,100.45
42,34uSLMvJ5NuRbssvyS8jct,30Chv2SmIry70YwtmtaKnj,0.598,0.7,0.22,0.0771,1.13e-05,0.106,0.329,159.899
43,34uSLMvJ5NuRbssvyS8jct,1HNs07uZxZniPNmniw2GTa,0.8,0.543,0.0911,0.564,0.0,0.116,0.534,133.98
44,34uSLMvJ5NuRbssvyS8jct,4gkl7QbQvBd3TM9PhlWFkI,0.502,0.623,0.44,0.609,0.0,0.119,0.399,75.578
45,34uSLMvJ5NuRbssvyS8jct,1Zr81EwelY5jJ9jcUWlxnp,0.482,0.733,0.262,0.501,2.41e-05,0.0985,0.692,153.596
46,34uSLMvJ5NuRbssvyS8jct,7rVfKK0XbmSEwCQVBX944l,0.45,0.713,0.235,0.178,0.00026,0.083,0.31,165.896
47,34uSLMvJ5NuRbssvyS8jct,3RWvsWnpstHUT820RAQIGH,0.607,0.887,0.203,0.187,2.25e-05,0.169,0.456,87.078
48,34uSLMvJ5NuRbssvyS8jct,4pmrPyNt132KL2gWk65fUv,0.618,0.658,0.152,0.113,0.137,0.107,0.441,82.038
49,34uSLMvJ5NuRbssvyS8jct,5Qr4EzrrvzNJoBNGyKeBEe,0.655,0.83,0.27,0.365,0.0,0.117,0.658,98.969
50,34uSLMvJ5NuRbssvyS8jct,4up8h5utFmGBDXZHktYSBc,0.563,0.65,0.123,0.00259,0.0,0.129,0.369,83.984
51,34uSLMvJ5NuRbssvyS8jct,2NUZwBVTnpYyqZqk5gyBZt,0.648,0.721,0.131,0.23,0.299,0.122,0.369,85.958
52,34uSLMvJ5NuRbssvyS8jct,5zhjybtWHxZ82aLRtv2MWR,0.448,0.772,0.312,0.114,0.0,0.129,0.309,80.318
53,34uSLMvJ5NuRbssvyS8jct,0kjX99NTf49aJtbb7EVfx4,0.4,0.696,0.117,0.017,0.00168,0.206,0.204,172.459
54,34uSLMvJ5NuRbssvyS8jct,0k7UxTqp57Q4oXMaYMTO9P,0.724,0.289,0.428,0.528,0.0,0.0652,0.702,137.017
55,34uSLMvJ5NuRbssvyS8jct,7AzunAhx3JfoHxYS5N6KVx,0.684,0.689,0.294,0.0264,0.0,0.0942,0.317,138.147
56,34uSLMvJ5NuRbssvyS8jct,16I4QSIW7McKGyz5YlQU0F,0.381,0.699,0.363,0.208,0.0,0.137,0.345,76.996
57,34uSLMvJ5NuRbssvyS8jct,3b3SSIcnE9a77XoUEtG5Jm,0.639,0.664,0.0451,0.422,0.0,0.23,0.193,107.996
58,34uSLMvJ5NuRbssvyS8jct,213yvmgTvWQxcOTvnm9rzg,0.531,0.76,0.33,0.131,0.0,0.156,0.745,78.733
59,34uSLMvJ5NuRbssvyS8jct,3b5YHReWhnrlfHS7nk7YeQ,0.685,0.872,0.294,0.035,0.0,0.228,0.546,85.85
60,34uSLMvJ5NuRbssvyS8jct,5csdNgCD64XzhsyoRlhzsa,0.722,0.654,0.173,0.198,5.73e-06,0.0891,0.418,81.984
61,34uSLMvJ5NuRbssvyS8jct,0DFXJsb272VivfOYi6bRtj,0.617,0.829,0.397,0.278,0.0,0.158,0.578,157.679
62,34uSLMvJ5NuRbssvyS8jct,7jmTA4qUoE3powcTpw3dvF,0.605,0.887,0.385,0.171,0.0,0.151,0.542,158.274
63,34uSLMvJ5NuRbssvyS8jct,282L6SR4Y8Rs0VUgtEy1Zw,0.766,0.739,0.0805,0.0192,0.0794,0.229,0.185,118.005
64,34uSLMvJ5NuRbssvyS8jct,0QpYkajexWrB0P3TWvkHlm,0.586,0.717,0.197,0.472,0.00236,0.104,0.306,125.007
65,34uSLMvJ5NuRbssvyS8jct,5kpnUpMNV9dPNCKY7JtW3Q,0.838,0.505,0.383,0.548,0.00127,0.211,0.407,110.029
